"Sample","Site","Replicate","Genotype","Range","ProteinHr0","ProteinHr4","ProteinHr24","PODHr0","PODHr4","PODHr24","PPOHr0","PPOHr4","PPOHr24"
"W0076","ARC",1,"ARC29","Invasive",11.4384595742636,11.1738415189031,10.8389200792872,1.80695868896145,1.37919373957031,2.01554590066727,0.400045040638825,0.947862527749968,-0.0162078102268533
"W0076","ARC",2,"ARC29","Invasive",11.5095062206111,11.1789025282636,10.8236964503629,1.79625385881589,1.37562443179519,2.09499519520896,0.425091072564913,0.925680472223995,0.0802900181731276
"W0076","ARC",3,"ARC29","Invasive",11.3875395260524,11.1738415189031,10.8364998192278,1.79175946922805,1.37681561716535,1.88921097747372,0.381762995801376,0.929411819836853,0.0532206962049097
"W0077","DEB",1,"DEB30","Native",11.390367107781,11.4220245686523,10.637068062896,1.92925697485752,1.36431545440112,2.0409182596835,0.485063074835967,1.18008731933658,0.198554292555774
"W0077","DEB",2,"DEB30","Native",11.3579259663816,11.4641302573431,10.6406273856834,1.92504998505989,1.34992671694902,2.0925975151609,0.43020471428392,1.19711705918138,0.246133069538909
"W0077","DEB",3,"DEB30","Native",11.3572792261019,11.4647547827822,10.6299111842705,1.91317537563918,1.35153572775472,2.10652619871936,0.391885849981784,1.18199389760716,0.206993161201638
"W0079","LDS",1,"LDSc3-11","Native",10.7649790475931,11.0494290164267,10.5504497875332,1.7056721643818,1.38421751717505,2.89037175789616,0.576422906251804,0.737779334580713,0.480143889113506
"W0079","LDS",2,"LDSc3-11","Native",10.7553285638098,11.148596466347,10.557640977526,1.74076348419307,1.39249913800677,2.95148214750948,0.619299930608196,0.788080073055513,0.509385738708003
"W0079","LDS",3,"LDSc3-11","Native",10.7819837645437,11.0588617688058,10.5588344973669,1.74254548644664,1.38836690072186,2.62230246836884,0.600883203821965,0.819651868931324,0.505053601968868
"W0080","NAR",1,"NARc3-04","Native",11.6785035819288,10.8201413414971,11.4506256353451,1.3845070505458,1.43334277835228,2.26582289367897,0.456520278908449,0.586309014097606,0.236077300098778
"W0080","NAR",2,"NARc3-04","Native",11.6621357982142,10.8321575566589,11.4572393534317,1.38092281731798,1.41978054414993,2.26704988769794,0.451985123743057,0.390964017417365,0.475903351372923
"W0080","NAR",3,"NARc3-04","Native",11.6627249982742,10.8458930439043,11.4512286931689,1.37732569113713,1.39374164419517,2.1853196748299,0.447429307207196,0.554381419572166,0.526093095896779
"W0082","SAN",1,"SAN28-02","Native",11.3544612890138,10.296646990506,12.5062246701889,1.37775459957176,1.38367587310896,3.27416114052529,0.430102412493549,0.637218627900721,1.84305276361561
"W0082","SAN",2,"SAN28-02","Native",11.326589575795,10.3027149059073,12.5198243024771,1.40982485853008,1.37841823744356,3.29778428628873,0.425667815425684,0.542129662564724,1.83468451394509
"W0082","SAN",3,"SAN28-02","Native",11.3475658498369,10.314077025962,12.5289918620569,1.36567507391715,1.37683554125457,3.0950217662098,0.469152927365423,0.551814968299187,1.82624564529922
"W0083","MUS",1,"MUSs2-04","Native",10.4299934956089,10.8034253693687,11.0290323905792,1.57560229120183,1.39980808028661,1.95586598350095,0.566963759491671,0.785670549457092,0.700899157364263
"W0083","MUS",2,"MUSs2-04","Native",10.4466228553907,10.8282841158427,11.0284275087212,1.57124153107039,1.38032419413339,2.08380942049991,0.51692552830726,0.760551489361761,0.721912346963078
"W0083","MUS",3,"MUSs2-04","Native",10.4635034244273,10.8455787615311,11.0296369066141,1.57876185149219,1.38629436111989,1.92682988447218,0.529390278927247,0.782564956898937,0.679434918695963
"W0084","CDC",1,"CDCc2-06-01","Native",11.0134153913715,11.0258667448078,10.8747071203209,1.82774218710756,1.35997705280252,2.22136758325413,0.94350329539904,0.782140718753568,0.659956360968198
"W0084","CDC",2,"CDCc2-06-01","Native",11.0161333093485,11.0366071521707,10.8920052150857,1.8298190310524,1.36662159552119,2.28350385491862,0.936769263217694,0.836103713644052,0.670557166954839
"W0084","CDC",3,"CDCc2-06-01","Native",10.9997138792261,11.0439248303172,11.0178731253148,1.88759197863423,1.3710268889891,2.37450609028635,0.956836826268506,0.867500567704723,0.687979210401503
"W0085","HIG",1,"HIG12-03","Native",10.3283711507705,10.7916489793566,10.8374843566465,1.47296494795993,1.4203609156835,2.11987511125833,0.433116639438674,0.413136378604816,0.639978512679267
"W0085","HIG",2,"HIG12-03","Native",10.3371130019999,10.7811894243798,10.8325994943042,1.45948402123346,1.40913385308971,2.2311620866538,0.467371663988994,0.679857948441262,0.641683542930351
"W0085","HIG",3,"HIG12-03","Native",10.3143716739005,10.7699549530974,10.8289201241661,1.47510513069229,1.39777931098679,2.13873270296913,0.458548077330478,0.668083211896729,0.656899390167604
"W0113","SAN",1,"SAN31-02","Native",11.3353797087046,9.9951594363064,11.0321622706496,1.77349851009345,1.38244672266782,2.70001802940495,0.836628904037637,0.423227564448004,0.851858871714766
"W0113","SAN",2,"SAN31-02","Native",11.3182369863811,10.0111414963759,11.0334008789171,1.7207236961113,1.38128953835354,2.65521185408621,0.80392158606185,0.448067391014156,0.845009529869192
"W0113","SAN",3,"SAN31-02","Native",11.3208935318633,10.0177260305526,11.0334008789171,1.73896128366108,1.3704240841555,2.62669552205938,0.919713439151658,0.44610275383999,0.836381348645853
"W0115","MUS",1,"MUSs2-09","Native",11.4897670806745,11.0734905394943,10.5025214176638,1.36819431947627,1.36687627526279,2.48606071800611,-0.5949874160877,1.1016243391381,0.650687972788154
"W0115","MUS",2,"MUSs2-09","Native",11.4598703645661,11.0592647365139,10.5073707473418,1.3974427486025,1.36687627526279,2.44665544341641,-0.57088986450864,1.12245842604094,0.661472978464717
"W0115","MUS",3,"MUSs2-09","Native",11.4087609950977,11.0895045922566,10.5006968389453,1.42154030018157,1.35993180290998,2.63988179993981,-0.57088986450864,1.13707856949591,0.654295914164353
"W0116","NAR",1,"NARc3-08","Native",12.1480759428949,10.905576091989,10.8195265753342,1.2776605201171,1.37760285300143,2.35750085059016,0.594301345923313,0.800620846557469,0.610816912176818
"W0116","NAR",2,"NARc3-08","Native",12.1751728317144,10.9028673767385,10.8226125865784,1.28093384546206,1.3824407918039,2.39906760587519,0.58122926435596,0.758286482730904,0.612566693900606
"W0116","NAR",3,"NARc3-08","Native",12.184428323565,10.9176753252208,10.8176703869546,1.28419649109688,1.39300257985501,2.24139579564936,0.626252945729915,0.831235482377076,0.610816912176818
"W0117","HIG",1,"HIG16-01","Native",12.2095397018385,10.768731419446,10.6517180069048,1.41567500551311,1.38954639650627,2.59216753251699,0.467707416985385,0.52890229416617,0.606629752703599
"W0117","HIG",2,"HIG16-01","Native",12.1606338364665,10.7778835105013,10.6676038119317,1.43114492728524,1.39440470565734,2.48173132391748,-0.0762273653878838,0.634454729985798,0.588692052016932
"W0117","HIG",3,"HIG16-01","Native",12.1652215985046,10.8518652438956,10.6676038119317,1.57205038036248,1.38954639650627,2.35576519319998,0.496037923611611,0.564721391971123,0.608110137874033
"W0118","CDC",1,"CDCc2-13","Native",10.8824864878504,10.6093787303042,11.0765504864008,1.32687094064909,1.39312032619029,2.45996940538837,0.240004649280276,0.680741783702458,0.55671975347577
"W0118","CDC",2,"CDCc2-13","Native",10.8446261136369,10.5963383194199,11.0705325918528,1.31715688692862,1.39719365157793,2.57270494155041,0.249513437249303,0.682127785310335,0.630496215598278
"W0118","CDC",3,"CDCc2-13","Native",10.8499082846522,10.5904141925891,11.0699288057031,1.32364339615822,1.40057546068531,2.6004379393905,0.258932659165795,0.680741783702458,0.568253906721057
"W0120","MUS",1,"MUSs2-01","Native",10.9277028885817,10.248333637208,11.1373998826386,1.55558641762351,1.38080121372409,2.28211845218623,0.720283721994945,0.597039870382602,0.809012670087055
"W0120","MUS",2,"MUSs2-01","Native",10.9136909008049,10.2517069686428,11.1475661225677,1.56442700563363,1.38479922004894,2.38567355552161,0.717129145246432,0.611193617820696,0.799369393815252
"W0120","MUS",3,"MUSs2-01","Native",10.902908915537,10.254397464315,11.1404006967116,1.56307199187617,1.38180221480867,2.28475465757937,0.697989805035734,0.59043918635125,0.812844092398615
"W0121","DEB",1,"DEB28-02","Native",10.3261973007785,10.5045890782769,11.5390782363755,1.55081306908658,1.37954793872104,2.88322376463088,0.428912841189737,0.672145791025557,1.06382617258269
"W0121","DEB",2,"DEB28-02","Native",10.3575320473636,10.5324439917428,11.5294611350979,1.5271388057271,1.37770007863256,3.00878770496608,0.42659265453404,0.683319091623683,1.01625208285421
"W0121","DEB",3,"DEB28-02","Native",10.3564490434776,10.5764147485885,11.5264367244225,1.51234678825878,1.38139239051968,3.00847129933142,0.445005142478492,0.667139522747414,1.07701317686465
"W0122","LIS",1,"LIS20","Native",10.9573970837201,10.408698848316,11.5281321657848,1.7142427181582,1.29013211500333,2.99065612052213,0.754497755221328,0.310956210397994,1.03322952940526
"W0122","LIS",2,"LIS20","Native",10.9439094135506,10.4332965951975,11.5057911520731,1.6985561219905,1.28902836213189,2.95997391396129,0.748675322469897,0.575238886558061,1.02871484905073
"W0122","LIS",3,"LIS20","Native",10.9439094135506,10.4456513351319,11.517929316796,1.7075499993671,1.29563267892714,3.01018430014253,0.742818790357182,0.419395681644111,1.04887230647571
"W0123","HIG",1,"HIG11-02","Native",11.1109087767717,10.5415527401191,10.9516960286543,1.64748800795297,1.37308412938308,2.53175362308479,0.854334425279927,0.704888998436626,0.554463793025995
"W0123","HIG",2,"HIG11-02","Native",11.1016100260506,10.5428801305943,10.9529032365241,1.65550846655089,1.37772758714604,2.50420367131656,0.792596724674146,0.727966945719172,0.618485651790926
"W0123","HIG",3,"HIG11-02","Native",11.1054494008447,10.5580198100549,10.9535062944793,1.64308594655233,1.37838918161278,2.43070619289032,0.855951240506831,0.721609645223707,0.535693690344004
"W0124","NAR",1,"NARc3-02","Native",11.0763743338974,10.5312708060714,10.2398857478449,1.32004497557869,1.38629436111989,1.87248753091375,0.290882075182452,0.436539984382522,0.398907707562006
"W0124","NAR",2,"NARc3-02","Native",11.0845751564565,10.5683611189664,10.2447527790508,1.33026652965023,1.38282414364088,1.8129242804201,0.290882075182452,0.46740209576518,0.374693449441411
"W0124","NAR",3,"NARc3-02","Native",11.0795364604389,10.5919747582592,10.2447527790508,1.32460079211455,1.38571682717372,1.80767492453395,0.303580658519579,0.484619163808175,0.383235295154374
"W0127","LDS",1,"LDSc3-07","Native",11.5844580309678,11.1894215726522,10.7104302888664,1.38746190357593,1.37741668708787,2.56058158462998,0.2865131652468,1.00699897074511,0.258215333960908
"W0127","LDS",2,"LDSc3-07","Native",11.5405879052049,11.2125521546385,10.703138596258,1.38395517876672,1.37996121772287,2.39350760283498,0.296984465114095,0.995867130376268,0.277717577192349
"W0127","LDS",3,"LDSc3-07","Native",11.4679095734495,11.209280362334,10.7122449345236,1.38629436111989,1.37614198965587,2.52380044090927,0.275931055916262,1.01251876396871,0.269096834148442
"W0128","SAN",1,"SAN20-05","Native",10.554015162706,10.2204233463524,11.5523268166151,1.36747808932041,1.38488887951116,3.3693489845802,0.167222761394611,0.684684506641211,1.15233089567653
"W0128","SAN",2,"SAN20-05","Native",10.5273575167227,10.2379083954158,11.5541547298247,1.36915266409075,1.3872302526248,3.31358377640982,0.144707739026976,0.655946896873855,1.14392748488015
"W0128","SAN",3,"SAN20-05","Native",10.5188791328514,10.2550929639319,11.5584069127984,1.36971023310436,1.3881652690557,3.38067926667762,0.156028614651458,0.674243025920793,1.15233089567653
"W0130","ARC",1,"ARC26","Invasive",11.3208539266058,10.5748828616473,10.4783940396053,1.35779120304032,1.3595162420385,2.26791008625622,0.205942188955664,0.648818593452715,0.39796319745637
"W0130","ARC",2,"ARC26","Invasive",11.3131762268691,10.5847825230742,10.4741547325439,1.38823047014676,1.37058901952976,2.43569599363676,0.221591960622791,0.588990396615327,0.408450184951617
"W0130","ARC",3,"ARC26","Invasive",11.3113611102024,10.6030037035767,10.4771846416741,1.37753518103001,1.36298967380437,2.39667153207865,0.218481538208398,0.645981712117515,0.457878850792204
"W0132","CDC",1,"CDCc2-04","Native",10.804420745996,10.9207511230563,10.3008601043954,1.41771055735327,1.38084475635233,2.71777717640965,0.17743374435236,0.700367428533433,0.533498960773492
"W0132","CDC",2,"CDCc2-04","Native",10.8777258341117,10.9528582798704,10.3056889445122,1.45440031458861,1.39889578799789,2.88124502263211,0.175204089025091,0.72347956840918,0.543372875332486
"W0132","CDC",3,"CDCc2-04","Native",10.85879521257,10.9498154633996,10.2966156561267,1.36750186177052,1.38900806699149,2.87245957316335,0.21029540883636,0.737441400790951,0.538996500732687
"W0134","NAR",1,"NARc2-01","Native",10.6987876214886,10.1859652896475,11.835844681497,1.57248439469177,1.37697462917109,3.32244526382112,0.443492503697404,0.527020309685971,1.04145387482816
"W0134","NAR",2,"NARc2-01","Native",10.6982846578183,10.2012559474601,11.8449289594771,1.58209061649721,1.37744268441015,3.23523254937486,0.487295126355797,0.536829652647597,1.17730455724377
"W0134","NAR",3,"NARc2-01","Native",10.7353219829787,10.211103614244,11.9315023652685,1.56083377747179,1.37697462917109,2.94397719204209,0.480126636877184,0.532481819711494,1.05681515998965
"W0135","HUE",1,"HUE19","Native",11.3389714158175,10.5163739682748,10.6926195918443,1.96040315635788,1.37565596291483,3.21338130555056,0.956353314026226,0.698424237660789,0.749087196442282
"W0135","HUE",2,"HUE19","Native",11.3038312973717,10.5840517984755,10.6914267836946,2.03226959304056,1.37699196845758,3.21536281214342,0.957754855951513,0.706287974121005,0.755542996785155
"W0135","HUE",3,"HUE19","Native",11.2475524414734,10.5936290964422,10.6836386558079,1.96706131155647,1.37163720331992,3.09079335633374,0.960552060572577,0.683844787897631,0.760677796257194
"W0137","FUS",1,"FUSF5","Native",11.096407009676,10.3174630592528,11.278738305125,1.99212909589371,1.38357819829111,2.70771513659916,0.775733771569221,0.420422012719992,0.846579727501765
"W0137","FUS",2,"FUSF5","Native",11.128129914442,10.3440150553476,11.2763018285623,1.92197410922658,1.38085463782407,2.56726596081417,0.771150111901562,0.499184895737623,0.863674160861062
"W0137","FUS",3,"FUSF5","Native",11.1615852724785,10.3339293301225,11.262175701322,2.13381370076694,1.38945392141026,2.56456273460731,0.780296517127636,0.515516233123845,0.784337418624543
"W0138","LDS",1,"LDSc3-04","Native",11.6435025589488,10.9386172793232,11.4929280149533,2.23935290777053,1.37649472813109,4.02524145538256,1.15731272285987,0.782961952967275,1.25628409889395
"W0138","LDS",2,"LDSc3-04","Native",11.603139167953,10.939823031579,11.4947360986026,2.40809265666331,1.37738958277693,3.78643178732395,1.11482009889496,0.799039469694808,1.2509977429708
"W0138","LDS",3,"LDSc3-04","Native",11.692553364625,10.9148097664729,11.4832292983576,2.20859756750849,1.38629436111989,3.58796719215529,1.10024494209199,0.902004774626679,1.26328938148236
"W0140","HIG",1,"HIG10-02","Native",10.6291513034277,10.1577824834806,10.6763414243994,1.75811143510982,1.385552246058,2.28701738818067,0.558564815689447,0.57183418304024,0.520534437892952
"W0140","HIG",2,"HIG10-02","Native",10.657716084478,10.1230200815499,10.6673118312767,1.79817268406277,1.3844380398146,2.36432498617598,0.526510789399364,0.580174514956459,0.496083342028787
"W0140","HIG",3,"HIG10-02","Native",10.6818558788693,10.1343663320851,10.6715357898001,1.75015847447046,1.39110473117279,2.36075173071499,0.578346824641486,0.576846724863785,0.542828354852165
"W0142","CAM",1,"CAM20","Native",15.3297786307459,10.9062246344689,11.1454848806352,-0.470003629245736,1.39233146440623,2.39175759460916,2.33939906611676,0.774519852520488,0.714551089223098
"W0142","CAM",2,"CAM20","Native",15.3578272035092,10.9043989454312,11.2465991744831,-1.38629436111989,1.38109053324486,2.60197718096109,2.3150076129926,0.753568240034709,0.760536202464924
"W0142","CAM",3,"CAM20","Native",15.4181999754435,10.9001259974419,11.2478005809566,-1.02140518265515e-14,1.38629436111989,2.38513943676669,2.54553127160443,0.780879174428782,0.709834099344962
"W0144","AZN",1,"AZN19","Native",13.2065518200615,10.9326995242226,10.9025568967274,1.31407615330809,1.38710309549474,2.29167837274291,0.830768558435995,0.648474740508353,0.435517453174566
"W0144","AZN",2,"AZN19","Native",13.1134252230497,10.9723309057363,10.8995632690915,1.30966113509897,1.38629436111989,2.01558075692876,0.830768558435995,0.678476990812152,0.507430034764852
"W0144","AZN",3,"AZN19","Native",13.0980978613103,11.0083997500402,10.8953570775335,1.59623640057556,1.39515466878229,1.90539077217998,0.809107061654813,0.90914552446951,0.397524056735352
"W0145","SAN",1,"SAN20-03","Native",11.9939660560065,11.1613815702263,11.0808051560434,1.31506685183152,1.38299946522304,3.2769117685182,0.835080676448612,1.20791240233002,0.947885097292373
"W0145","SAN",2,"SAN20-03","Native",11.9611635591763,11.1948508012341,11.1036191617591,1.31372366828506,1.37748373143774,3.16857835244072,0.744315467134345,1.18939335456278,0.925303492595664
"W0145","SAN",3,"SAN20-03","Native",11.9562566511791,11.2266768090859,11.1183494353696,1.31640823365572,1.3807968211607,3.22199851620511,0.841567185678219,1.19206002280969,0.946288927759551
"W0146","ARC",1,"ARC25-01","Invasive",11.914840841563,11.1909245699353,10.9076820100218,1.88066962718691,1.39562568854877,2.538882174208,0.325129960017279,0.987059802762361,0.304097127858826
"W0146","ARC",2,"ARC25-01","Invasive",11.9012569784236,11.2408754615192,10.9058462665596,1.91382183450381,1.38837552732372,2.51381122320661,0.366104034227584,0.977699360002797,0.309225344225745
"W0146","ARC",3,"ARC25-01","Invasive",11.8500485426056,11.2476632346631,10.9162045342676,1.93456787245138,1.39459316393459,2.50046443981893,0.282405015350937,0.966666939199223,0.240415137822871
"W0149","CRG",1,"CRG20","Native",11.4039867097088,11.3194777012962,11.9386301891948,1.94337850213353,1.39440094865288,3.06742420201011,0.605330974553029,0.933810774294319,0.997580063436541
"W0149","CRG",2,"CRG20","Native",11.4177553609148,11.2678917368062,11.93580726741,1.84675778926206,1.38745647630007,3.0682624250265,0.565917006012152,0.959082877395035,1.02381107558541
"W0149","CRG",3,"CRG20","Native",11.3667517974614,11.3107900953519,12.0337499065327,1.86793721812882,1.38629436111989,3.02721348114116,0.593994820766692,0.926471291806274,0.885181178289504
"W0152","DEB",1,"DEB27","Native",11.4736857193878,11.8845416882916,12.3172335695467,1.73022717753941,2.19536064389816,2.74050040768828,0.646934337404814,1.0371726234346,0.802709383071471
"W0152","DEB",2,"DEB27","Native",11.4968744959213,11.6760260942479,12.4960365598495,1.7227665977411,2.2120122774906,2.4953779496553,0.660357357736954,1.00087831724183,0.687870123459101
"W0152","DEB",3,"DEB27","Native",11.4587925229126,11.6618331184101,12.2870075544584,1.77877227370124,2.21262371132194,3.08046034402778,0.663685147829629,1.00905832195377,0.708813297304344
"W0153","DCR",1,"DCR19","Invasive",11.6613179826418,12.0951649951516,11.8420396812033,1.80262914146496,2.60786147384678,2.50484086468882,0.554920943631215,1.59330853050422,0.789067302438682
"W0153","DCR",2,"DCR19","Invasive",11.7150161313418,12.0751666606476,11.8397240249517,1.91740465605739,2.55567572067621,2.80843190004315,0.689040398607292,1.56653041142282,0.706480711429409
"W0153","DCR",3,"DCR19","Invasive",11.6870442424363,12.0908747904132,11.8086439175424,1.90528329552504,2.55178617862755,2.58082677166674,0.636229817703447,1.54968790802833,0.716365470661952
"W0154","LIS",1,"LIS18","Native",11.2056768761219,12.9576912695986,14.7651556951902,1.96470965832863,3.8595049711447,6.18826412308259,0.30596411728923,2.03485763507181,3.13549421592915
"W0154","LIS",2,"LIS18","Native",11.7239307891708,12.9973419049346,14.7553800628275,2.07574467979851,4.12375283006625,5.8348107370626,0.300514512521665,2.13044409613221,2.89037175789616
"W0154","LIS",3,"LIS18","Native",11.7552078531244,13.0679922055235,14.8279928084223,2.06830970131099,3.65517836349937,6.0585389127723,0.308677823160827,2.12490391575659,2.84053938414829
"W0155","MLR",1,"MLR20","Invasive",11.3297496053235,11.182998872939,11.6640052469852,1.37353727811912,2.2197140044322,2.82308750218928,0.177615665756542,0.798172069431602,0.836984401258931
"W0155","MLR",2,"MLR20","Invasive",11.3294254788611,11.1005582531514,11.6585300700493,1.37210972612793,2.21423053245795,2.87365827692242,0.175254389570862,0.82793617133806,0.7390391738166
"W0155","MLR",3,"MLR20","Invasive",11.3084597716265,11.0389838909077,11.6001252451275,1.37425029062705,2.17498049336147,2.77500293275881,0.177615665756542,0.778339230198686,0.772764808524636
"W0156","BHI",1,"BHI33-19","Invasive",10.769219955238,11.3733474875125,12.4465402876541,1.30619682738203,2.04090607756077,2.81526945335466,0.116612760508193,0.83045168796135,0.733038509587248
"W0156","BHI",2,"BHI33-19","Invasive",10.8294166333348,11.3680039667896,12.3330565308088,1.31824089787487,2.01597771167203,2.89230786692303,0.135174778368253,0.821625505333078,0.771399377459694
"W0156","BHI",3,"BHI33-19","Invasive",10.8521256325171,11.3467958501985,12.469054831737,1.30833281965018,2.02613008313605,2.75573233191728,0.135174778368253,0.766967092795211,0.797926131793122
"W0157","MUS",1,"MUSs1-15","Native",11.5182397043535,11.0651086299288,12.4513906170578,1.27989811258853,2.495466410003,3.20426967247884,0.4239271709479,0.972032714882391,1.24918514714748
"W0157","MUS",2,"MUSs1-15","Native",11.500928068865,11.2944660691004,12.4058675769411,1.27643790152364,2.46236141146694,3.10626688048555,0.403392568506192,1.41687298822538,1.26694760348732
"W0157","MUS",3,"MUSs1-15","Native",11.4666260224168,10.966341691254,12.3955186588393,1.27643790152364,2.61813943095358,3.10458667846607,0.419853845560264,0.965990400426429,1.30494872166594
"W0158","SAN",1,"SAN28-01","Native",11.2075263564881,11.1881107120189,10.4289945224901,1.98293427601709,2.29214113383296,2.42935783156024,0.877940926499291,1.09137112741155,0.493359487362672
"W0158","SAN",2,"SAN28-01","Native",11.3179063672014,11.2611230883762,10.3713272919475,2.0049526896891,1.98710313226467,2.44080951969117,0.862736763538855,1.1270637098925,0.495514660610656
"W0158","SAN",3,"SAN28-01","Native",11.2941902929576,11.2191828712705,10.3493568152416,2.07820315142869,2.0875256600798,2.35590812818347,0.871058586876347,1.1100901765128,0.480329987072338
"W0161","LDS",1,"LDSc3-10","Native",10.9486542885099,10.7064434569404,11.0755220896127,1.91554525142206,2.00824583951308,2.62778960476892,0.29259608725421,0.50321378872636,0.675009832582827
"W0161","LDS",2,"LDSc3-10","Native",10.9724286697012,10.6957083414021,11.0589016070918,1.82645435692313,2.04263497374297,2.83475003279503,0.268408861640206,0.516025351860561,0.681643356078461
"W0161","LDS",3,"LDSc3-10","Native",10.9352913345757,10.5361220940093,11.0298954511004,1.33058375410588,1.95467326546344,2.82063942851489,0.334006144126019,0.428885382316262,0.458499804764251
"W0162","DEB",1,"DEB28-04","Native",10.757535666256,11.5473020826842,11.2914122581719,1.90994067331494,2.06645434615303,3.12739540623011,0.409042929456048,0.883500909051165,0.900786545338189
